0,1,0,0
1,0.99904,0.00041842,0.00054369
2,0.99808,0.00083685,0.0010874
3,0.99711,0.0012553,0.0016311
4,0.99615,0.0016737,0.0021748
5,0.99519,0.0020921,0.0027184
6,0.99423,0.0025105,0.0032621
7,0.99327,0.002929,0.0038058
8,0.99136,0.0037479,0.0048886
9,0.98852,0.0049673,0.0065103
10,0.98568,0.0061867,0.0081321
11,0.98284,0.007406,0.0097539
12,0.98,0.0086254,0.011376
13,0.97716,0.0098448,0.012997
14,0.97432,0.011064,0.014619
15,0.97148,0.012284,0.016241
16,0.96688,0.014212,0.018913
17,0.96228,0.016141,0.021584
18,0.95768,0.018069,0.024256
19,0.95308,0.019998,0.026927
20,0.94847,0.021926,0.029599
21,0.94387,0.023855,0.03227
22,0.93927,0.025783,0.034942
23,0.93389,0.027995,0.038115
24,0.92772,0.03049,0.041788
25,0.92155,0.032986,0.045462
26,0.91538,0.035481,0.049136
27,0.90921,0.037976,0.05281
28,0.90305,0.040471,0.056484
29,0.89688,0.042966,0.060157
30,0.89071,0.045462,0.063831
31,0.88322,0.048338,0.068441
32,0.87573,0.051215,0.073051
33,0.86825,0.054091,0.07766
34,0.86076,0.056967,0.08227
35,0.85328,0.059844,0.08688
36,0.84579,0.06272,0.09149
37,0.8383,0.065597,0.096099
38,0.83031,0.06856,0.10113
39,0.8218,0.071611,0.10659
40,0.81329,0.074662,0.11205
41,0.80478,0.077712,0.11751
42,0.79627,0.080763,0.12297
43,0.78776,0.083813,0.12843
44,0.77925,0.086864,0.13389
45,0.77074,0.089915,0.13935
46,0.76152,0.092934,0.14555
47,0.75229,0.095954,0.15175
48,0.74307,0.098973,0.15795
49,0.73385,0.10199,0.16416
50,0.72463,0.10501,0.17036
51,0.7154,0.10803,0.17656
52,0.70618,0.11105,0.18277
53,0.69676,0.11396,0.18928
54,0.68714,0.11675,0.19611
55,0.67752,0.11954,0.20294
56,0.6679,0.12234,0.20977
57,0.65828,0.12513,0.21659
58,0.64866,0.12792,0.22342
59,0.63903,0.13072,0.23025
60,0.62941,0.13351,0.23707
61,0.6197,0.13591,0.24439
62,0.60999,0.1383,0.25171
63,0.60028,0.14069,0.25902
64,0.59057,0.14309,0.26634
65,0.58086,0.14548,0.27365
66,0.57115,0.14788,0.28097
67,0.56144,0.15027,0.28829
68,0.55182,0.15241,0.29577
69,0.54229,0.15428,0.30343
70,0.53276,0.15615,0.31109
71,0.52323,0.15802,0.31875
72,0.5137,0.15989,0.32641
73,0.50418,0.16176,0.33407
74,0.49465,0.16363,0.34172
75,0.48512,0.1655,0.34938
76,0.476,0.16677,0.35723
77,0.46689,0.16803,0.36508
78,0.45777,0.1693,0.37294
79,0.44865,0.17056,0.38079
80,0.43954,0.17183,0.38864
81,0.43042,0.17309,0.39649
82,0.4213,0.17436,0.40434
83,0.41249,0.1753,0.41221
84,0.40397,0.17593,0.4201
85,0.39545,0.17655,0.428
86,0.38693,0.17717,0.43589
87,0.37842,0.1778,0.44379
88,0.3699,0.17842,0.45168
89,0.36138,0.17905,0.45957
90,0.35286,0.17967,0.46747
91,0.34508,0.17967,0.47525
92,0.33729,0.17967,0.48304
93,0.3295,0.17967,0.49083
94,0.32171,0.17967,0.49862
95,0.31392,0.17967,0.5064
96,0.30614,0.17967,0.51419
97,0.29835,0.17967,0.52198
98,0.29097,0.17938,0.52965
99,0.284,0.1788,0.5372
100,0.27703,0.17822,0.54475
101,0.27006,0.17764,0.5523
102,0.26309,0.17705,0.55985
103,0.25612,0.17647,0.56741
104,0.24915,0.17589,0.57496
105,0.24218,0.17531,0.58251
106,0.23608,0.17421,0.58971
107,0.22997,0.17311,0.59692
108,0.22386,0.17202,0.60412
109,0.21775,0.17092,0.61132
110,0.21165,0.16983,0.61853
111,0.20554,0.16873,0.62573
112,0.19943,0.16763,0.63293
113,0.19375,0.16634,0.63991
114,0.1885,0.16484,0.64667
115,0.18324,0.16334,0.65342
116,0.17799,0.16184,0.66017
117,0.17274,0.16034,0.66693
118,0.16748,0.15884,0.67368
119,0.16223,0.15734,0.68043
120,0.15697,0.15584,0.68719
121,0.15249,0.15408,0.69343
122,0.148,0.15232,0.69968
123,0.14351,0.15056,0.70593
124,0.13902,0.1488,0.71218
125,0.13454,0.14704,0.71842
126,0.13005,0.14528,0.72467
127,0.12568,0.14349,0.73083
128,0.12189,0.14155,0.73656
129,0.1181,0.13961,0.74229
130,0.11431,0.13767,0.74802
131,0.11052,0.13573,0.75374
132,0.10673,0.13379,0.75947
133,0.10295,0.13185,0.7652
134,0.099377,0.12988,0.77074
135,0.096236,0.12783,0.77593
136,0.093096,0.12579,0.78112
137,0.089955,0.12374,0.78631
138,0.086814,0.12169,0.79149
139,0.083674,0.11964,0.79668
140,0.080533,0.1176,0.80187
141,0.077681,0.11555,0.80677
142,0.075107,0.11349,0.81141
143,0.072532,0.11143,0.81604
144,0.069958,0.10937,0.82067
145,0.067383,0.10731,0.8253
146,0.064809,0.10525,0.82994
147,0.062234,0.10319,0.83457
148,0.059962,0.10118,0.83886
149,0.05783,0.09919,0.84298
150,0.055698,0.097198,0.8471
151,0.053567,0.095206,0.85123
152,0.051435,0.093215,0.85535
153,0.049304,0.091223,0.85947
154,0.047514,0.089305,0.86318
155,0.04575,0.087393,0.86686
156,0.043986,0.085481,0.87053
157,0.042221,0.083569,0.87421
158,0.040457,0.081657,0.87789
159,0.038752,0.079764,0.88148
160,0.037312,0.077954,0.88473
161,0.035873,0.076145,0.88798
162,0.034433,0.074336,0.89123
163,0.032994,0.072526,0.89448
