time,state_0,state_1,state_2
1.0,0.999875,4.966666666666667e-05,7.533333333333334e-05
2.0,0.9995046666666667,0.00021666666666666666,0.00027866666666666665
3.0,0.998871,0.000483,0.000646
4.0,0.997994,0.0008686666666666667,0.0011373333333333333
5.0,0.996878,0.0013573333333333334,0.0017646666666666668
6.0,0.995461,0.0019653333333333333,0.002573666666666667
7.0,0.9937766666666666,0.002693333333333333,0.00353
8.0,0.9918566666666667,0.0035136666666666667,0.0046296666666666665
9.0,0.9897043333333333,0.004443,0.005852666666666667
10.0,0.9873186666666667,0.005454333333333334,0.007227
11.0,0.9846283333333333,0.006625,0.008746666666666666
12.0,0.981735,0.007867,0.010398
13.0,0.9785353333333333,0.009244,0.012220666666666666
14.0,0.975111,0.010721333333333333,0.014167666666666667
15.0,0.9714796666666666,0.012250333333333334,0.01627
16.0,0.9676673333333333,0.013867,0.018465666666666665
17.0,0.9636123333333333,0.015568333333333333,0.020819333333333332
18.0,0.959218,0.017394,0.023388
19.0,0.9547036666666666,0.019299333333333335,0.025997
20.0,0.949946,0.021265666666666665,0.028788333333333332
21.0,0.9449496666666667,0.023337333333333335,0.031713
22.0,0.9396686666666667,0.025566,0.034765333333333336
23.0,0.9343023333333333,0.027766666666666665,0.037931
24.0,0.9286393333333334,0.030074666666666666,0.041286
25.0,0.922788,0.032471,0.044741
26.0,0.9167663333333333,0.034908666666666664,0.048325
27.0,0.9105823333333334,0.037424,0.05199366666666667
28.0,0.904156,0.04002033333333333,0.05582366666666667
29.0,0.8975503333333333,0.042695666666666666,0.059754
30.0,0.890928,0.045354,0.063718
31.0,0.8839063333333333,0.048125,0.06796866666666666
32.0,0.87678,0.050926,0.072294
33.0,0.8694946666666666,0.053700333333333336,0.076805
34.0,0.8620223333333333,0.05655266666666667,0.081425
35.0,0.8544203333333333,0.059464333333333334,0.08611533333333334
36.0,0.84654,0.06248033333333333,0.09097966666666667
37.0,0.838597,0.065452,0.095951
38.0,0.8305263333333334,0.068464,0.10100966666666666
39.0,0.8223673333333333,0.071458,0.10617466666666667
40.0,0.8141753333333334,0.074413,0.11141166666666667
41.0,0.8057453333333333,0.077469,0.11678566666666666
42.0,0.7972103333333334,0.08052266666666667,0.122267
43.0,0.7885206666666666,0.083604,0.12787533333333334
44.0,0.7796576666666667,0.08675266666666667,0.13358966666666666
45.0,0.770764,0.089867,0.139369
46.0,0.7617856666666667,0.09294766666666666,0.14526666666666666
47.0,0.7527656666666667,0.09600766666666667,0.15122666666666668
48.0,0.743584,0.09911166666666667,0.15730433333333332
49.0,0.7343523333333334,0.102148,0.16349966666666665
50.0,0.7250286666666667,0.105199,0.16977233333333333
51.0,0.7156243333333333,0.108165,0.17621066666666665
52.0,0.706246,0.111078,0.182676
53.0,0.696706,0.11404566666666667,0.18924833333333332
54.0,0.6872183333333334,0.11691633333333333,0.19586533333333334
55.0,0.6776216666666667,0.11976966666666666,0.20260866666666666
56.0,0.668029,0.12260533333333333,0.20936566666666667
57.0,0.6585276666666666,0.12531966666666666,0.21615266666666666
58.0,0.6487613333333333,0.12811433333333333,0.22312433333333334
59.0,0.6391736666666666,0.13078833333333334,0.230038
60.0,0.6294106666666667,0.13344033333333333,0.237149
61.0,0.619665,0.136052,0.244283
62.0,0.609925,0.13860966666666666,0.2514653333333333
63.0,0.6001153333333333,0.14103833333333332,0.25884633333333334
64.0,0.5904136666666666,0.143378,0.2662083333333333
65.0,0.5806906666666667,0.14569933333333332,0.27361
66.0,0.5710203333333334,0.148017,0.2809626666666667
67.0,0.56131,0.15023133333333333,0.28845866666666664
68.0,0.5517513333333334,0.152247,0.29600166666666666
69.0,0.5420876666666666,0.15425366666666668,0.3036586666666667
70.0,0.5324303333333333,0.156311,0.3112586666666667
71.0,0.5228336666666666,0.158217,0.3189493333333333
72.0,0.5133596666666667,0.160112,0.3265283333333333
73.0,0.50399,0.16183833333333333,0.33417166666666664
74.0,0.4945083333333333,0.16352533333333333,0.3419663333333333
75.0,0.4851236666666667,0.16514666666666666,0.34972966666666666
76.0,0.47584933333333335,0.166725,0.35742566666666664
77.0,0.46657333333333334,0.168223,0.36520366666666665
78.0,0.4572846666666667,0.16968,0.37303533333333333
79.0,0.4481676666666667,0.17098066666666667,0.38085166666666664
80.0,0.439146,0.17220533333333332,0.38864866666666664
81.0,0.4301466666666667,0.17333366666666666,0.39651966666666666
82.0,0.421235,0.174384,0.404381
83.0,0.412308,0.17535266666666666,0.41233933333333334
84.0,0.403534,0.176201,0.420265
85.0,0.394781,0.177007,0.428212
86.0,0.386242,0.177733,0.436025
87.0,0.37771666666666665,0.178365,0.44391833333333336
88.0,0.369358,0.17882766666666666,0.4518143333333333
89.0,0.36093566666666665,0.17924933333333334,0.459815
90.0,0.3526436666666667,0.17962966666666666,0.4677266666666667
91.0,0.3445223333333333,0.17995233333333333,0.47552533333333336
92.0,0.3364316666666667,0.180093,0.4834753333333333
93.0,0.32846433333333336,0.18017666666666668,0.491359
94.0,0.3207136666666667,0.180095,0.4991913333333333
95.0,0.31291366666666665,0.180055,0.5070313333333333
96.0,0.3054286666666667,0.17979,0.5147813333333333
97.0,0.29793533333333333,0.17953166666666667,0.522533
98.0,0.29050333333333334,0.17924366666666666,0.530253
99.0,0.28322033333333335,0.17874,0.5380396666666667
100.0,0.2760666666666667,0.17821766666666666,0.5457156666666667
101.0,0.26897366666666667,0.177695,0.5533313333333333
102.0,0.26199533333333336,0.177125,0.5608796666666667
103.0,0.25519533333333333,0.176427,0.5683776666666667
