time,state_0,state_1,state_2
1344.0,0.841591,0.064071,0.094338
1360.0,0.839898,0.064694,0.095408
1376.0,0.838191,0.065308,0.096501
1392.0,0.836437,0.065969,0.097594
1408.0,0.83471,0.066621,0.098669
1424.0,0.832996,0.067282,0.099722
1440.0,0.83124,0.067925,0.100835
1456.0,0.829529,0.068519,0.101952
1472.0,0.827906,0.069143,0.102951
1488.0,0.826121,0.06983,0.104049
1504.0,0.824408,0.070478,0.105114
1520.0,0.822751,0.071076,0.106173
1536.0,0.821136,0.07166,0.107204
1552.0,0.81951,0.072256,0.108234
1568.0,0.817831,0.072861,0.109308
1584.0,0.816149,0.073502,0.110349
1600.0,0.814506,0.074067,0.111427
1616.0,0.812818,0.074656,0.112526
1632.0,0.811065,0.075291,0.113644
1648.0,0.809452,0.075897,0.114651
1664.0,0.807817,0.076531,0.115652
1680.0,0.806171,0.077076,0.116753
1696.0,0.804449,0.077723,0.117828
1712.0,0.802868,0.078236,0.118896
1728.0,0.801145,0.07887,0.119985
1744.0,0.799543,0.079435,0.121022
1760.0,0.797913,0.080019,0.122068
1776.0,0.796229,0.080638,0.123133
1792.0,0.794641,0.08123,0.124129
1808.0,0.792984,0.081815,0.125201
1824.0,0.791328,0.082393,0.126279
1840.0,0.789728,0.082904,0.127368
1856.0,0.78807,0.083482,0.128448
1872.0,0.786447,0.084058,0.129495
1888.0,0.784876,0.084592,0.130532
1904.0,0.78321,0.0852,0.13159
1920.0,0.781644,0.085748,0.132608
1936.0,0.779986,0.086316,0.133698
1952.0,0.778355,0.086892,0.134753
1968.0,0.776778,0.087438,0.135784
1984.0,0.775197,0.087989,0.136814
2000.0,0.77357,0.088557,0.137873
2016.0,0.772042,0.089095,0.138863
2032.0,0.770474,0.089603,0.139923
2048.0,0.768842,0.090188,0.14097
2064.0,0.767298,0.090691,0.142011
2080.0,0.7657,0.091208,0.143092
2096.0,0.764047,0.091781,0.144172
2112.0,0.762476,0.092298,0.145226
2128.0,0.761018,0.092842,0.14614
2144.0,0.759485,0.093348,0.147167
2160.0,0.75793,0.093888,0.148182
2176.0,0.756372,0.094395,0.149233
2192.0,0.754849,0.094859,0.150292
2208.0,0.753309,0.095374,0.151317
2224.0,0.751806,0.095887,0.152307
2240.0,0.750249,0.096392,0.153359
2256.0,0.748613,0.096942,0.154445
2272.0,0.74707,0.097483,0.155447
2288.0,0.745517,0.097978,0.156505
2304.0,0.744036,0.098482,0.157482
2320.0,0.742456,0.098998,0.158546
2336.0,0.740976,0.099481,0.159543
2352.0,0.739424,0.099988,0.160588
2368.0,0.737925,0.100505,0.16157
2384.0,0.736408,0.100977,0.162615
2400.0,0.73484,0.10149,0.16367
2416.0,0.733318,0.10203,0.164652
2432.0,0.73181,0.102518,0.165672
2448.0,0.730264,0.103021,0.166715
2464.0,0.728765,0.103515,0.16772
2480.0,0.727256,0.104039,0.168705
2496.0,0.725738,0.104505,0.169757
2512.0,0.72417,0.10504,0.17079
2528.0,0.722623,0.105513,0.171864
2544.0,0.721162,0.105964,0.172874
2560.0,0.719656,0.106462,0.173882
2576.0,0.718185,0.106911,0.174904
2592.0,0.716761,0.10734,0.175899
2608.0,0.715294,0.107819,0.176887
2624.0,0.713817,0.108276,0.177907
2640.0,0.712382,0.108748,0.17887
2656.0,0.710896,0.109208,0.179896
2672.0,0.709443,0.109641,0.180916
2688.0,0.707936,0.110124,0.18194
2704.0,0.706463,0.110582,0.182955
2720.0,0.704993,0.111046,0.183961
2736.0,0.703602,0.111445,0.184953
2752.0,0.702189,0.111874,0.185937
2768.0,0.700731,0.112307,0.186962
2784.0,0.699255,0.112754,0.187991
2800.0,0.697805,0.11319,0.189005
2816.0,0.696423,0.113613,0.189964
2832.0,0.695009,0.114029,0.190962
2848.0,0.693595,0.114485,0.19192
2864.0,0.692153,0.114902,0.192945
2880.0,0.690768,0.115351,0.193881
2896.0,0.689281,0.115826,0.194893
2912.0,0.687837,0.116252,0.195911
2928.0,0.686434,0.116667,0.196899
2944.0,0.685079,0.117077,0.197844
2960.0,0.68364,0.117475,0.198885
2976.0,0.68225,0.117867,0.199883
2992.0,0.680833,0.118277,0.20089
3008.0,0.67945,0.118687,0.201863
3024.0,0.678036,0.119121,0.202843
3040.0,0.676595,0.119569,0.203836
3056.0,0.675208,0.119987,0.204805
3072.0,0.673849,0.120365,0.205786
3088.0,0.672484,0.120769,0.206747
3104.0,0.671092,0.121181,0.207727
3120.0,0.66972,0.121566,0.208714
3136.0,0.668374,0.12195,0.209676
3152.0,0.666972,0.122366,0.210662
3168.0,0.665578,0.122758,0.211664
3184.0,0.664283,0.123078,0.212639
3200.0,0.662987,0.123458,0.213555
3216.0,0.661644,0.123839,0.214517
3232.0,0.660253,0.12424,0.215507
3248.0,0.65894,0.124619,0.216441
3264.0,0.65755,0.125034,0.217416
3280.0,0.656128,0.125462,0.21841
3296.0,0.654774,0.125848,0.219378
3312.0,0.653419,0.12622,0.220361
3328.0,0.65206,0.126601,0.221339
3344.0,0.650739,0.126956,0.222305
3360.0,0.64942,0.127331,0.223249
3376.0,0.648094,0.127661,0.224245
3392.0,0.646754,0.128045,0.225201
3408.0,0.645479,0.128436,0.226085
3424.0,0.644183,0.128775,0.227042
3440.0,0.642845,0.12915,0.228005
3456.0,0.641483,0.129538,0.228979
3472.0,0.640217,0.129892,0.229891
3488.0,0.638866,0.130254,0.23088
3504.0,0.637564,0.130598,0.231838
3520.0,0.636271,0.130954,0.232775
3536.0,0.63496,0.131323,0.233717
3552.0,0.633639,0.131711,0.23465
3568.0,0.632343,0.132065,0.235592
3584.0,0.631022,0.132414,0.236564
3600.0,0.629706,0.132785,0.237509
3616.0,0.628445,0.13312,0.238435
3632.0,0.627117,0.133461,0.239422
3648.0,0.625771,0.133828,0.240401
3664.0,0.624458,0.134176,0.241366
3680.0,0.62318,0.134565,0.242255
3696.0,0.621878,0.134908,0.243214
3712.0,0.620616,0.135261,0.244123
3728.0,0.61937,0.135572,0.245058
3744.0,0.618101,0.135961,0.245938
3760.0,0.616873,0.136244,0.246883
3776.0,0.615608,0.136573,0.247819
3792.0,0.614325,0.136935,0.24874
3808.0,0.613077,0.137249,0.249674
3824.0,0.61181,0.13759,0.2506
3840.0,0.610546,0.137873,0.251581
3856.0,0.609295,0.138189,0.252516
3872.0,0.60806,0.138503,0.253437
3888.0,0.606877,0.138809,0.254314
3904.0,0.605583,0.139125,0.255292
3920.0,0.604355,0.139413,0.256232
3936.0,0.603052,0.13978,0.257168
3952.0,0.601801,0.140067,0.258132
3968.0,0.600533,0.140353,0.259114
3984.0,0.599288,0.140648,0.260064
4000.0,0.598077,0.140969,0.260954
4016.0,0.596818,0.141261,0.261921
4032.0,0.595599,0.141602,0.262799
4048.0,0.594393,0.141917,0.26369
4064.0,0.593189,0.142188,0.264623
4080.0,0.591989,0.142448,0.265563
4096.0,0.590791,0.142729,0.26648
4112.0,0.589567,0.143034,0.267399
4128.0,0.588406,0.143287,0.268307
4144.0,0.587228,0.143563,0.269209
4160.0,0.586059,0.143847,0.270094
4176.0,0.584831,0.144176,0.270993
4192.0,0.583649,0.14445,0.271901
4208.0,0.582391,0.144731,0.272878
4224.0,0.581213,0.145028,0.273759
4240.0,0.58004,0.145304,0.274656
4256.0,0.578865,0.145615,0.27552
4272.0,0.577663,0.145924,0.276413
4288.0,0.576495,0.146204,0.277301
4304.0,0.575371,0.146482,0.278147
4320.0,0.574241,0.14671,0.279049
4336.0,0.573046,0.147011,0.279943
4352.0,0.571886,0.147289,0.280825
4368.0,0.570717,0.147603,0.28168
4384.0,0.569555,0.147874,0.282571
4400.0,0.56835,0.148129,0.283521
4416.0,0.567163,0.148405,0.284432
4432.0,0.565904,0.148735,0.285361
4448.0,0.564775,0.149003,0.286222
4464.0,0.563646,0.149234,0.28712
4480.0,0.5625,0.149482,0.288018
4496.0,0.561343,0.149736,0.288921
4512.0,0.560201,0.149953,0.289846
4528.0,0.55896,0.150228,0.290812
4544.0,0.557842,0.150468,0.29169
4560.0,0.556715,0.150716,0.292569
4576.0,0.55557,0.150944,0.293486
4592.0,0.554426,0.151171,0.294403
4608.0,0.553318,0.151375,0.295307
4624.0,0.552135,0.151621,0.296244
4640.0,0.550982,0.151852,0.297166
4656.0,0.549849,0.152057,0.298094
4672.0,0.548659,0.152295,0.299046
4688.0,0.547508,0.152496,0.299996
4704.0,0.546402,0.15273,0.300868
4720.0,0.545255,0.152966,0.301779
4736.0,0.544124,0.153232,0.302644
4752.0,0.543015,0.153466,0.303519
4768.0,0.541877,0.153659,0.304464
4784.0,0.540782,0.153897,0.305321
4800.0,0.539727,0.154056,0.306217
4816.0,0.538655,0.154264,0.307081
4832.0,0.537519,0.154514,0.307967
4848.0,0.536447,0.15476,0.308793
4864.0,0.535316,0.154986,0.309698
4880.0,0.534208,0.155232,0.31056
4896.0,0.533153,0.155393,0.311454
4912.0,0.53204,0.155613,0.312347
4928.0,0.530994,0.155842,0.313164
4944.0,0.529866,0.156102,0.314032
4960.0,0.528851,0.156308,0.314841
4976.0,0.527731,0.156534,0.315735
4992.0,0.526638,0.156744,0.316618
5008.0,0.525521,0.156955,0.317524
5024.0,0.52445,0.157133,0.318417
5040.0,0.523342,0.157348,0.31931
5056.0,0.522243,0.157574,0.320183
5072.0,0.521099,0.157843,0.321058
5088.0,0.520051,0.158055,0.321894
5104.0,0.51902,0.158244,0.322736
5120.0,0.517979,0.158439,0.323582
5136.0,0.51693,0.158639,0.324431
5152.0,0.515851,0.158854,0.325295
5168.0,0.514797,0.159089,0.326114
5184.0,0.513743,0.159301,0.326956
5200.0,0.51272,0.159548,0.327732
5216.0,0.51169,0.159759,0.328551
5232.0,0.510702,0.159912,0.329386
5248.0,0.509684,0.160086,0.33023
5264.0,0.508639,0.160274,0.331087
5280.0,0.507584,0.160447,0.331969
5296.0,0.506593,0.160629,0.332778
5312.0,0.505609,0.160767,0.333624
5328.0,0.504565,0.161,0.334435
5344.0,0.503485,0.161227,0.335288
5360.0,0.50245,0.161397,0.336153
5376.0,0.501391,0.161596,0.337013
5392.0,0.500366,0.161769,0.337865
5408.0,0.499336,0.161976,0.338688
5424.0,0.498363,0.162104,0.339533
5440.0,0.497327,0.162319,0.340354
5456.0,0.496353,0.16247,0.341177
5472.0,0.495364,0.162622,0.342014
5488.0,0.49434,0.162813,0.342847
5504.0,0.493362,0.162978,0.34366
5520.0,0.492383,0.163113,0.344504
5536.0,0.491371,0.163303,0.345326
5552.0,0.490393,0.163497,0.34611
5568.0,0.489357,0.163665,0.346978
5584.0,0.488328,0.163867,0.347805
5600.0,0.487311,0.16403,0.348659
5616.0,0.486313,0.16422,0.349467
5632.0,0.485309,0.164408,0.350283
5648.0,0.484316,0.164578,0.351106
5664.0,0.483337,0.164755,0.351908
5680.0,0.482335,0.164964,0.352701
5696.0,0.481364,0.165114,0.353522
5712.0,0.480405,0.165272,0.354323
5728.0,0.479346,0.16546,0.355194
5744.0,0.478417,0.165601,0.355982
5760.0,0.477489,0.165777,0.356734
5776.0,0.47652,0.16593,0.35755
5792.0,0.475552,0.166082,0.358366
5808.0,0.47458,0.166263,0.359157
5824.0,0.473638,0.1664,0.359962
5840.0,0.47266,0.166554,0.360786
5856.0,0.471714,0.16666,0.361626
5872.0,0.47071,0.166837,0.362453
5888.0,0.469773,0.166943,0.363284
5904.0,0.468772,0.167125,0.364103
5920.0,0.467809,0.167273,0.364918
5936.0,0.466818,0.16746,0.365722
5952.0,0.465805,0.167632,0.366563
5968.0,0.464842,0.167833,0.367325
5984.0,0.463918,0.167984,0.368098
6000.0,0.462967,0.168167,0.368866
6016.0,0.461945,0.168305,0.36975
6032.0,0.460989,0.168463,0.370548
6048.0,0.46004,0.168633,0.371327
6064.0,0.4591,0.168752,0.372148
6080.0,0.458132,0.168911,0.372957
6096.0,0.45719,0.169042,0.373768
6112.0,0.45624,0.169224,0.374536
6128.0,0.45528,0.169346,0.375374
6144.0,0.454313,0.169475,0.376212
6160.0,0.453421,0.169601,0.376978
6176.0,0.452458,0.169758,0.377784
6192.0,0.451478,0.169893,0.378629
6208.0,0.450544,0.17002,0.379436
6224.0,0.449633,0.170157,0.38021
6240.0,0.448685,0.170308,0.381007
6256.0,0.447751,0.170415,0.381834
6272.0,0.446894,0.170549,0.382557
6288.0,0.446016,0.170643,0.383341
6304.0,0.445081,0.170755,0.384164
6320.0,0.444175,0.170882,0.384943
6336.0,0.44327,0.171021,0.385709
6352.0,0.44234,0.171176,0.386484
6368.0,0.441451,0.171317,0.387232
6384.0,0.440496,0.17146,0.388044
6400.0,0.439637,0.171587,0.388776
6416.0,0.438748,0.171719,0.389533
6432.0,0.43783,0.171815,0.390355
6448.0,0.436905,0.171938,0.391157
6464.0,0.435971,0.17208,0.391949
6480.0,0.435031,0.172198,0.392771
6496.0,0.434152,0.172303,0.393545
6512.0,0.43326,0.172405,0.394335
6528.0,0.432364,0.172522,0.395114
6544.0,0.431457,0.172626,0.395917
6560.0,0.430601,0.172717,0.396682
6576.0,0.429744,0.172812,0.397444
6592.0,0.428843,0.17296,0.398197
6608.0,0.42796,0.173046,0.398994
6624.0,0.427018,0.173162,0.39982
6640.0,0.426162,0.173289,0.400549
6656.0,0.425289,0.173385,0.401326
6672.0,0.424467,0.173456,0.402077
6688.0,0.423601,0.173557,0.402842
6704.0,0.422746,0.173685,0.403569
6720.0,0.421852,0.173785,0.404363
6736.0,0.420953,0.173901,0.405146
6752.0,0.420078,0.174037,0.405885
6768.0,0.419267,0.174102,0.406631
6784.0,0.418353,0.174194,0.407453
6800.0,0.417504,0.174289,0.408207
6816.0,0.416592,0.174411,0.408997
6832.0,0.415705,0.174532,0.409763
6848.0,0.414858,0.17462,0.410522
6864.0,0.413997,0.17473,0.411273
6880.0,0.413154,0.174832,0.412014
6896.0,0.412264,0.174935,0.412801
6912.0,0.411421,0.175027,0.413552
6928.0,0.410542,0.175153,0.414305
6944.0,0.409692,0.175246,0.415062
6960.0,0.408803,0.175335,0.415862
6976.0,0.407944,0.175442,0.416614
6992.0,0.407157,0.175499,0.417344
7008.0,0.406332,0.175591,0.418077
7024.0,0.405515,0.175656,0.418829
7040.0,0.404731,0.175719,0.41955
7056.0,0.403879,0.175824,0.420297
7072.0,0.403031,0.175931,0.421038
7088.0,0.402193,0.17596,0.421847
7104.0,0.401336,0.176039,0.422625
7120.0,0.400489,0.176156,0.423355
7136.0,0.39967,0.176216,0.424114
7152.0,0.398838,0.176318,0.424844
7168.0,0.397992,0.176404,0.425604
7184.0,0.397196,0.176444,0.42636
7200.0,0.39639,0.176518,0.427092
7216.0,0.395541,0.176589,0.42787
7232.0,0.394759,0.176671,0.42857
7248.0,0.393969,0.176736,0.429295
7264.0,0.393153,0.176798,0.430049
7280.0,0.392314,0.176918,0.430768
7296.0,0.391512,0.177002,0.431486
7312.0,0.390741,0.177045,0.432214
7328.0,0.389978,0.177095,0.432927
7344.0,0.389165,0.177165,0.43367
7360.0,0.38841,0.177204,0.434386
7376.0,0.387586,0.177322,0.435092
7392.0,0.386765,0.177378,0.435857
7408.0,0.385931,0.177462,0.436607
7424.0,0.385103,0.17752,0.437377
7440.0,0.384325,0.17753,0.438145
7456.0,0.383518,0.177614,0.438868
7472.0,0.382738,0.177693,0.439569
7488.0,0.381932,0.177762,0.440306
7504.0,0.381168,0.177811,0.441021
7520.0,0.380412,0.177832,0.441756
7536.0,0.379656,0.177926,0.442418
7552.0,0.378862,0.178006,0.443132
7568.0,0.378073,0.178067,0.44386
7584.0,0.377326,0.178074,0.4446
7600.0,0.376538,0.178102,0.44536
7616.0,0.375777,0.17814,0.446083
7632.0,0.374983,0.178239,0.446778
7648.0,0.374294,0.178218,0.447488
7664.0,0.373576,0.178216,0.448208
7680.0,0.372786,0.17828,0.448934
7696.0,0.372006,0.178351,0.449643
7712.0,0.371226,0.17839,0.450384
7728.0,0.370482,0.178432,0.451086
7744.0,0.369777,0.178427,0.451796
7760.0,0.368988,0.178481,0.452531
7776.0,0.36828,0.17854,0.45318
7792.0,0.367512,0.178608,0.45388
7808.0,0.366744,0.178659,0.454597
7824.0,0.365967,0.178707,0.455326
7840.0,0.365154,0.178799,0.456047
7856.0,0.364382,0.178833,0.456785
7872.0,0.363625,0.178836,0.457539
7888.0,0.362862,0.178888,0.45825
7904.0,0.362115,0.178917,0.458968
7920.0,0.361352,0.178937,0.459711
7936.0,0.360591,0.179004,0.460405
7952.0,0.359844,0.179022,0.461134
7968.0,0.359082,0.179075,0.461843
7984.0,0.358326,0.179103,0.462571
8000.0,0.357612,0.179113,0.463275
8016.0,0.356876,0.179155,0.463969
8032.0,0.356148,0.179229,0.464623
8048.0,0.355412,0.179214,0.465374
8064.0,0.354688,0.179235,0.466077
8080.0,0.353945,0.179296,0.466759
8096.0,0.353206,0.179335,0.467459
8112.0,0.352422,0.179394,0.468184
8128.0,0.351668,0.179442,0.46889
8144.0,0.350938,0.179495,0.469567
8160.0,0.35019,0.179533,0.470277
8176.0,0.349423,0.179566,0.471011
8192.0,0.348687,0.179571,0.471742
8208.0,0.347975,0.179611,0.472414
8224.0,0.347247,0.179609,0.473144
8240.0,0.346529,0.179645,0.473826
8256.0,0.345831,0.179673,0.474496
8272.0,0.345214,0.179661,0.475125
8288.0,0.344504,0.179723,0.475773
8304.0,0.343759,0.179787,0.476454
8320.0,0.343025,0.179784,0.477191
8336.0,0.342323,0.179823,0.477854
8352.0,0.341599,0.179872,0.478529
8368.0,0.340903,0.179876,0.479221
8384.0,0.340261,0.179866,0.479873
8400.0,0.339519,0.179887,0.480594
8416.0,0.338785,0.179898,0.481317
8432.0,0.338041,0.17995,0.482009
8448.0,0.337287,0.179977,0.482736
8464.0,0.33661,0.179976,0.483414
8480.0,0.335951,0.180028,0.484021
8496.0,0.335231,0.180055,0.484714
8512.0,0.334517,0.180096,0.485387
8528.0,0.333807,0.180113,0.48608
8544.0,0.333113,0.180128,0.486759
8560.0,0.332448,0.18011,0.487442
8576.0,0.331806,0.180124,0.48807
8592.0,0.331135,0.18016,0.488705
8608.0,0.330428,0.180107,0.489465
8624.0,0.329696,0.180132,0.490172
8640.0,0.329067,0.180113,0.49082
8656.0,0.328412,0.180124,0.491464
8672.0,0.327752,0.180076,0.492172
8688.0,0.327083,0.180106,0.492811
8704.0,0.326457,0.180099,0.493444
8720.0,0.325807,0.180081,0.494112
8736.0,0.325146,0.180042,0.494812
8752.0,0.324453,0.180021,0.495526
8768.0,0.323771,0.180016,0.496213
8784.0,0.323125,0.179991,0.496884
8800.0,0.322511,0.179932,0.497557
8816.0,0.321876,0.179935,0.498189
8832.0,0.321233,0.179914,0.498853
8848.0,0.320571,0.179865,0.499564
8864.0,0.319919,0.179846,0.500235
8880.0,0.319228,0.179843,0.500929
8896.0,0.318558,0.179873,0.501569
8912.0,0.317829,0.179893,0.502278
8928.0,0.317147,0.179912,0.502941
8944.0,0.316517,0.179896,0.503587
8960.0,0.315843,0.179916,0.504241
8976.0,0.315153,0.179929,0.504918
8992.0,0.31449,0.179913,0.505597
9008.0,0.3138,0.179941,0.506259
9024.0,0.31318,0.179883,0.506937
9040.0,0.312519,0.179895,0.507586
9056.0,0.311859,0.179869,0.508272
9072.0,0.311223,0.179881,0.508896
9088.0,0.310627,0.179876,0.509497
9104.0,0.310019,0.179807,0.510174
9120.0,0.309408,0.179772,0.51082
9136.0,0.30878,0.179707,0.511513
9152.0,0.308154,0.179674,0.512172
9168.0,0.307545,0.179654,0.512801
9184.0,0.306899,0.179667,0.513434
9200.0,0.306249,0.179664,0.514087
9216.0,0.305617,0.179645,0.514738
9232.0,0.304971,0.179609,0.51542
9248.0,0.304337,0.179619,0.516044
9264.0,0.303773,0.179588,0.516639
9280.0,0.303225,0.179555,0.51722
9296.0,0.302573,0.179517,0.51791
9312.0,0.301942,0.179543,0.518515
9328.0,0.301356,0.179492,0.519152
9344.0,0.300781,0.179485,0.519734
9360.0,0.300187,0.179457,0.520356
9376.0,0.299559,0.179439,0.521002
9392.0,0.299,0.179386,0.521614
9408.0,0.298364,0.179351,0.522285
9424.0,0.297766,0.179318,0.522916
9440.0,0.297173,0.179301,0.523526
9456.0,0.296517,0.179299,0.524184
9472.0,0.295942,0.179258,0.5248
9488.0,0.295302,0.17926,0.525438
9504.0,0.294674,0.17927,0.526056
9520.0,0.294052,0.179273,0.526675
9536.0,0.293391,0.179273,0.527336
9552.0,0.292804,0.179235,0.527961
9568.0,0.292193,0.179242,0.528565
9584.0,0.291617,0.179228,0.529155
9600.0,0.291032,0.17923,0.529738
9616.0,0.290401,0.179203,0.530396
9632.0,0.289785,0.179191,0.531024
9648.0,0.289193,0.179173,0.531634
9664.0,0.28862,0.179134,0.532246
9680.0,0.28805,0.179099,0.532851
9696.0,0.287447,0.179089,0.533464
9712.0,0.286842,0.179063,0.534095
9728.0,0.286252,0.179039,0.534709
9744.0,0.285655,0.179033,0.535312
9760.0,0.285083,0.178998,0.535919
9776.0,0.284535,0.178916,0.536549
9792.0,0.283954,0.178845,0.537201
9808.0,0.283341,0.178846,0.537813
9824.0,0.282741,0.178811,0.538448
9840.0,0.282183,0.178709,0.539108
9856.0,0.281533,0.178756,0.539711
9872.0,0.280962,0.178692,0.540346
9888.0,0.280376,0.178631,0.540993
9904.0,0.279782,0.178646,0.541572
9920.0,0.279177,0.178627,0.542196
9936.0,0.278638,0.178575,0.542787
9952.0,0.278019,0.178545,0.543436
9968.0,0.277496,0.178495,0.544009
9984.0,0.2769,0.178448,0.544652
10000.0,0.27633,0.178421,0.545249
10016.0,0.275761,0.178362,0.545877
10032.0,0.275253,0.178301,0.546446
10048.0,0.274689,0.178242,0.547069
10064.0,0.274095,0.178238,0.547667
10080.0,0.273534,0.178176,0.54829
10096.0,0.272966,0.178136,0.548898
10112.0,0.272422,0.17807,0.549508
10128.0,0.271839,0.178061,0.5501
10144.0,0.271292,0.178033,0.550675
10160.0,0.270712,0.178006,0.551282
10176.0,0.270161,0.177981,0.551858
10192.0,0.269568,0.17794,0.552492
10208.0,0.269052,0.177876,0.553072
10224.0,0.268481,0.177815,0.553704
10240.0,0.267926,0.177765,0.554309
10256.0,0.267335,0.177759,0.554906
10272.0,0.266781,0.17772,0.555499
10288.0,0.266225,0.17767,0.556105
10304.0,0.265657,0.177647,0.556696
10320.0,0.265133,0.177593,0.557274
10336.0,0.264574,0.177553,0.557873
10352.0,0.264047,0.177515,0.558438
10368.0,0.263465,0.177458,0.559077
10384.0,0.262926,0.177395,0.559679
10400.0,0.262381,0.177321,0.560298
10416.0,0.261832,0.177222,0.560946
10432.0,0.261246,0.177182,0.561572
10448.0,0.26066,0.17715,0.56219
10464.0,0.260101,0.177086,0.562813
10480.0,0.259553,0.177051,0.563396
10496.0,0.259028,0.177017,0.563955
10512.0,0.258477,0.17699,0.564533
10528.0,0.257947,0.176931,0.565122
10544.0,0.25745,0.176879,0.565671
10560.0,0.256935,0.176815,0.56625
10576.0,0.25643,0.17671,0.56686
10592.0,0.255933,0.176691,0.567376
10608.0,0.255432,0.176633,0.567935
10624.0,0.25493,0.17658,0.56849
10640.0,0.25438,0.176544,0.569076
10656.0,0.253866,0.176485,0.569649
10672.0,0.253352,0.176403,0.570245
10688.0,0.25283,0.176329,0.570841
10704.0,0.252365,0.176258,0.571377
10720.0,0.251806,0.176213,0.571981
10736.0,0.251276,0.176184,0.57254
10752.0,0.250765,0.176085,0.57315
10768.0,0.250266,0.176024,0.57371
10784.0,0.249761,0.175981,0.574258
10800.0,0.249239,0.175943,0.574818
10816.0,0.248706,0.175887,0.575407
10832.0,0.248203,0.175827,0.57597
10848.0,0.247698,0.175747,0.576555
10864.0,0.247188,0.175711,0.577101
10880.0,0.246661,0.175649,0.57769
10896.0,0.246116,0.175587,0.578297
10912.0,0.245614,0.175534,0.578852
10928.0,0.245112,0.175483,0.579405
10944.0,0.244589,0.175427,0.579984
10960.0,0.244106,0.175326,0.580568
10976.0,0.243603,0.175255,0.581142
10992.0,0.243093,0.175193,0.581714
11008.0,0.242589,0.175163,0.582248
11024.0,0.242089,0.175119,0.582792
11040.0,0.24159,0.175088,0.583322
11056.0,0.241079,0.17508,0.583841
11072.0,0.24059,0.174982,0.584428
11088.0,0.240111,0.174909,0.58498
11104.0,0.239653,0.174835,0.585512
11120.0,0.239146,0.174738,0.586116
11136.0,0.238656,0.174662,0.586682
11152.0,0.238159,0.174584,0.587257
11168.0,0.237665,0.174529,0.587806
11184.0,0.23722,0.174485,0.588295
11200.0,0.23675,0.174425,0.588825
11216.0,0.23627,0.174335,0.589395
