0,1,0,0
16,0.99794,0.00089435,0.0011611
32,0.99589,0.0017853,0.0023212
48,0.99385,0.002673,0.0034804
64,0.9918,0.0035574,0.0046387
80,0.98977,0.0044387,0.005796
96,0.98774,0.0053123,0.0069511
112,0.98571,0.0061821,0.008105
128,0.98369,0.0070519,0.009259
144,0.98167,0.0079217,0.010413
160,0.97964,0.0087915,0.011567
176,0.97762,0.0096573,0.01272
192,0.97562,0.01051,0.013868
208,0.97362,0.011362,0.015017
224,0.97162,0.012215,0.016166
240,0.96962,0.013068,0.017315
256,0.96762,0.01392,0.018464
272,0.96563,0.014759,0.019608
288,0.96365,0.015594,0.020752
304,0.96167,0.01643,0.021895
320,0.9597,0.017265,0.023039
336,0.95772,0.018101,0.024183
352,0.95575,0.01893,0.025324
368,0.95379,0.019748,0.026463
384,0.95183,0.020567,0.027601
400,0.94987,0.021386,0.02874
416,0.94792,0.022205,0.029878
432,0.94596,0.023023,0.031016
448,0.94407,0.023793,0.032139
464,0.94217,0.024564,0.033262
480,0.94028,0.025334,0.034385
496,0.93839,0.026105,0.035508
512,0.93649,0.026875,0.036631
528,0.9346,0.027645,0.037754
544,0.93271,0.028416,0.038877
560,0.93081,0.029186,0.04
576,0.92892,0.029957,0.041123
592,0.92703,0.030727,0.042246
608,0.92513,0.031497,0.043369
624,0.92324,0.032268,0.044492
640,0.92135,0.033038,0.045615
656,0.91945,0.033809,0.046738
672,0.91756,0.034579,0.047861
688,0.91567,0.035349,0.048983
704,0.91377,0.03612,0.050106
720,0.91188,0.03689,0.051229
736,0.90999,0.03766,0.052352
752,0.90809,0.038431,0.053475
768,0.9062,0.039201,0.054598
784,0.90431,0.039972,0.055721
800,0.90241,0.040742,0.056844
816,0.90052,0.041512,0.057967
832,0.89863,0.042283,0.05909
848,0.89673,0.043053,0.060213
864,0.89484,0.043824,0.061336
880,0.89305,0.044519,0.062433
896,0.89126,0.045213,0.06353
912,0.88947,0.045907,0.064627
928,0.88768,0.046601,0.065724
944,0.88588,0.047295,0.066821
960,0.88409,0.047989,0.067918
976,0.8823,0.048682,0.069015
992,0.88051,0.049376,0.070112
1008,0.87872,0.05007,0.071209
1024,0.87693,0.050764,0.072306
1040,0.87514,0.051458,0.073403
1056,0.87335,0.052152,0.0745
1072,0.87156,0.052846,0.075597
1088,0.86977,0.05354,0.076694
1104,0.86798,0.054234,0.077791
1120,0.86618,0.054928,0.078888
1136,0.86439,0.055622,0.079984
1152,0.8626,0.056316,0.081081
1168,0.86081,0.05701,0.082178
1184,0.85902,0.057704,0.083275
1200,0.85723,0.058398,0.084372
1216,0.85544,0.059092,0.085469
1232,0.85365,0.059786,0.086566
1248,0.85186,0.060479,0.087663
1264,0.85007,0.061173,0.08876
1280,0.84828,0.061867,0.089857
1296,0.84648,0.062561,0.090954
1312,0.84479,0.063188,0.092026
1328,0.84309,0.063811,0.093097
1344,0.8414,0.064434,0.094168
1360,0.8397,0.065057,0.095239
1376,0.83801,0.06568,0.09631
1392,0.83632,0.066303,0.097381
1408,0.83462,0.066926,0.098452
1424,0.83293,0.06755,0.099522
1440,0.83123,0.068173,0.10059
