state_0,state_1,state_2
0.9979445154077435,0.0008943586071749726,0.0011611259850814136
0.9958932558323962,0.0017854404723348896,0.002321303695268904
0.9938462125895007,0.002673254644161878,0.003480532766337494
0.9918033770124506,0.0035578101490173044,0.004638812838532174
0.9897647404524536,0.00443911599099449,0.005796143556551893
0.9877302942784949,0.005317181151971296,0.00695252456953374
0.9857000298773005,0.006192014591659079,0.008107955531040389
0.9836739386533011,0.007063625247657252,0.009262436099041574
0.9816520120285951,0.007932022035502443,0.010415965935902547
0.9796342414429128,0.008797213848721072,0.011568544708366163
0.9776206183535802,0.009659209558880466,0.0127201720875395
0.9756111342354822,0.010518018015638585,0.013870847748879152
0.9736057805810273,0.011373648046797089,0.015020571372175604
0.9716045489001113,0.012226108458349537,0.016169342641539308
0.9696074307200808,0.013075408034535517,0.0173171612453837
0.9676144175856984,0.013921555537887324,0.018464026876414234
0.9656255010591058,0.014764559709283425,0.019609939231610665
0.963640672719789,0.015604429267997943,0.020754898012213006
0.9616599241645418,0.016441172911750433,0.021898902923707605
0.9596832470074312,0.017274799316756014,0.023041953675812812
0.9577106328797608,0.01810531713777706,0.024184049982462208
0.9557420734300364,0.01893273500817011,0.025325191561793612
0.9537775603239297,0.019757061539939037,0.02646537813613117
0.951817085244244,0.02057830532378175,0.027604609431974285
0.949860639890878,0.021396474929141856,0.02874288517998006
0.9479082159807916,0.02221157890425768,0.029880205114950684
0.9459598052479697,0.023023625776210317,0.03101656897582001
0.9440153994433886,0.023832624050974978,0.03215197650563643
0.94207499033498,0.024638582213468815,0.03328642745155111
0.9401385697075963,0.025441508727599926,0.034419921564803675
0.9382061293629764,0.026241412036316667,0.035552458600706834
0.9362776611197103,0.027038300561656837,0.036684038318632824
0.9343531568132049,0.027832182704794685,0.03781466048200045
0.9324326082956492,0.028623066846092383,0.03894432485825837
0.9305160074359801,0.029410961345145564,0.04007303121887429
0.9286033461198475,0.030195874540833736,0.04120077933931883
0.9266946162495804,0.03097781475136728,0.04232756899905237
0.9247898097441524,0.0317567902743368,0.04345339998151069
0.9228889185391476,0.03253280938675992,0.04457827207409256
