0,1,0,0,0,0,0,0,0,0,0,0,0
0.0004,0.98946,0.0027195,0.0039028,0.0038742,1.0727e-05,1.0648e-05,1.5281e-05,5.3829e-06,4.2021e-08,1.4801e-08,2.1239e-08,5.7374e-11
0.0008,0.97943,0.005285,0.0076188,0.0075085,4.1094e-05,4.0489e-05,5.8378e-05,2.0698e-05,3.2246e-07,1.1375e-07,1.6347e-07,5.1217e-10
0.0012,0.96987,0.0077065,0.011159,0.010919,8.8553e-05,8.6589e-05,0.00012544,4.4771e-05,1.0463e-06,3.6943e-07,5.3147e-07,1.7231e-09
0.0016,0.96076,0.0099931,0.014534,0.014122,0.00015098,0.0001466,0.00021331,7.6601e-05,2.297e-06,8.1833e-07,1.1846e-06,8.3381e-09
0.002,0.95208,0.012153,0.017751,0.017129,0.00022643,0.00021841,0.00031909,0.00011527,4.1401e-06,1.4899e-06,2.1714e-06,2.4368e-08
0.0024,0.9438,0.014194,0.020822,0.019955,0.00031308,0.00030002,0.00044011,0.00015991,6.6405e-06,2.4111e-06,3.5355e-06,5.2352e-08
0.0028,0.93591,0.016124,0.023752,0.022611,0.00040925,0.00038961,0.00057387,0.00020973,9.8623e-06,3.607e-06,5.3156e-06,9.3362e-08
0.0032,0.92838,0.01795,0.026551,0.025109,0.00051339,0.00048554,0.00071812,0.000264,1.386e-05,5.0978e-06,7.5427e-06,1.4765e-07
0.0036,0.9212,0.019678,0.029226,0.02746,0.00062426,0.00058655,0.00087107,0.00032208,1.8604e-05,6.8795e-06,1.0218e-05,2.1919e-07
0.004,0.91434,0.021313,0.031782,0.029672,0.00074077,0.00069158,0.0010312,0.00038346,2.4047e-05,8.9417e-06,1.3333e-05,3.1109e-07
0.0044,0.90779,0.022862,0.034226,0.031755,0.00086191,0.00079967,0.001197,0.00044762,3.0154e-05,1.1275e-05,1.6879e-05,4.254e-07
0.0048,0.90154,0.024329,0.036564,0.033717,0.00098674,0.0009099,0.0013672,0.00051409,3.689e-05,1.387e-05,2.0846e-05,5.6344e-07
