0,1,0,0,0,0,0,0,0,0,0,0,0
0.0004,0.98947,0.0027182,0.0039012,0.0038722,1.0894e-05,1.0811e-05,1.5518e-05,5.4676e-06,4.4147e-08,1.5555e-08,2.2328e-08,6.3824e-11
0.0008,0.97953,0.0052523,0.0075789,0.0074578,4.4915e-05,4.4104e-05,6.3725e-05,2.2661e-05,4.3138e-07,1.5239e-07,2.1926e-07,7.8357e-10
0.0012,0.96988,0.0077027,0.011154,0.010913,8.8997e-05,8.7006e-05,0.00012606,4.4999e-05,1.0602e-06,3.7441e-07,5.3874e-07,1.8084e-09
0.0016,0.96087,0.0099611,0.014494,0.014072,0.0001543,0.00014962,0.00021789,7.8342e-05,2.4427e-06,8.7294e-07,1.2663e-06,1.058e-08
0.002,0.95218,0.012125,0.017716,0.017086,0.00022905,0.00022068,0.00032265,0.00011667,4.3008e-06,1.551e-06,2.2638e-06,2.7324e-08
0.0024,0.9438,0.014194,0.020821,0.019955,0.00031309,0.00030002,0.00044012,0.00015992,6.6411e-06,2.4114e-06,3.5359e-06,5.2364e-08
0.0028,0.936,0.016099,0.02372,0.022573,0.00041123,0.0003912,0.00057648,0.00021083,1.0049e-05,3.6778e-06,5.4227e-06,9.6459e-08
0.0032,0.92847,0.017926,0.026521,0.025074,0.000515,0.00048675,0.0007202,0.00026491,1.404e-05,5.1686e-06,7.6521e-06,1.5208e-07
0.0036,0.92121,0.019674,0.029221,0.027455,0.00062445,0.00058668,0.00087131,0.0003222,1.8629e-05,6.8898e-06,1.0234e-05,2.1999e-07
0.004,0.91441,0.021294,0.031757,0.029644,0.00074182,0.00069229,0.0010325,0.00038408,2.4193e-05,9.0009e-06,1.3427e-05,3.1587e-07
0.0044,0.90787,0.022841,0.034199,0.031724,0.00086284,0.0008002,0.0011981,0.0004482,3.0316e-05,1.1342e-05,1.6987e-05,4.3155e-07
0.0048,0.90156,0.024323,0.036556,0.033707,0.00098694,0.00090998,0.0013675,0.00051423,3.6939e-05,1.3891e-05,2.0879e-05,5.6546e-07
0.0052,0.89562,0.025705,0.038783,0.035544,0.0011148,0.0010216,0.0015411,0.00058273,4.4339e-05,1.6767e-05,2.5302e-05,7.305e-07
0.0056,0.88995,0.027014,0.040912,0.037272,0.0012446,0.0011336,0.0017166,0.00065265,5.2315e-05,1.9892e-05,3.0135e-05,9.2188e-07
0.006,0.88442,0.028284,0.04299,0.038944,0.0013753,0.0012458,0.0018931,0.0007233,6.059e-05,2.3147e-05,3.5181e-05,1.1269e-06
0.0064,0.87928,0.029451,0.04493,0.040467,0.0015073,0.0013573,0.0020703,0.0007953,6.9584e-05,2.6728e-05,4.0783e-05,1.3731e-06
0.0068,0.87424,0.030591,0.046834,0.04195,0.0016395,0.0014684,0.0022475,0.00086755,7.8753e-05,3.0393e-05,4.6529e-05,1.6311e-06
0.0072,0.86952,0.031649,0.048626,0.043316,0.0017718,0.0015781,0.0024239,0.00094037,8.8425e-05,3.4301e-05,5.2701e-05,1.9248e-06
0.0076,0.86495,0.032667,0.050361,0.044623,0.0019035,0.0016864,0.0025991,0.0010132,9.8321e-05,3.8323e-05,5.9081e-05,2.2374e-06
0.008,0.86057,0.033634,0.052027,0.04586,0.0020345,0.0017933,0.0027729,0.001086,0.00010849,4.2483e-05,6.5711e-05,2.5731e-06
0.0084,0.85645,0.034536,0.053601,0.047004,0.0021637,0.0018971,0.0029434,0.0011584,0.00011895,4.6808e-05,7.2653e-05,2.9403e-06
0.0088,0.85244,0.035411,0.055138,0.048111,0.0022922,0.0019998,0.0031126,0.0012306,0.00012953,5.1198e-05,7.9718e-05,3.3201e-06
0.0092,0.84862,0.036238,0.056607,0.049151,0.0024187,0.0020999,0.0032787,0.0013021,0.00014025,5.5681e-05,8.6975e-05,3.7228e-06
0.0096,0.84497,0.037021,0.058012,0.05013,0.0025434,0.0021975,0.0034419,0.001373,0.00015109,6.0249e-05,9.4406e-05,4.1463e-06
0.01,0.84143,0.037777,0.059378,0.051072,0.0026666,0.0022934,0.0036028,0.0014433,0.00016195,6.4852e-05,0.00010192,4.5821e-06
0.0104,0.83811,0.038478,0.060665,0.051938,0.0027868,0.0023857,0.0037591,0.0015124,0.00017287,6.9525e-05,0.0001096,5.0428e-06
0.0108,0.83484,0.03917,0.061937,0.052792,0.0029063,0.0024772,0.0039144,0.0015812,0.00018379,7.4205e-05,0.00011731,5.5076e-06
0.0112,0.83182,0.039798,0.063116,0.05356,0.0030214,0.0025637,0.0040631,0.0016481,0.00019467,7.8929e-05,0.00012515,5.9989e-06
0.0116,0.8288,0.040427,0.064294,0.054329,0.0031364,0.0026503,0.0042119,0.001715,0.00020555,8.3653e-05,0.000133,6.4901e-06
0.012,0.82607,0.040988,0.065371,0.055008,0.0032455,0.0027307,0.004352,0.0017792,0.00021626,8.8376e-05,0.00014093,7.0066e-06
0.0124,0.82335,0.041546,0.066442,0.055681,0.0033542,0.0028107,0.0044916,0.0018433,0.00022697,9.3098e-05,0.00014886,7.5247e-06
0.0128,0.82069,0.042088,0.06749,0.056336,0.0034614,0.0028892,0.0046291,0.0019066,0.0002376,9.7806e-05,0.00015679,8.0467e-06
0.0132,0.81827,0.042576,0.068452,0.056917,0.003563,0.0029623,0.0047587,0.0019673,0.00024797,0.00010246,0.00016469,8.584e-06
0.0136,0.81585,0.043063,0.069414,0.057499,0.0036647,0.0030353,0.0048884,0.0020281,0.00025834,0.00010711,0.0001726,9.1213e-06
0.014,0.81356,0.043522,0.070331,0.058044,0.0037629,0.0031053,0.0050134,0.0020871,0.0002685,0.0001117,0.00018045,9.6629e-06
0.0144,0.8114,0.043949,0.071197,0.058547,0.0038575,0.0031718,0.0051334,0.0021444,0.00027842,0.00011623,0.00018823,1.0209e-05
0.0148,0.80924,0.044375,0.072062,0.05905,0.0039521,0.0032383,0.0052534,0.0022017,0.00028835,0.00012076,0.00019602,1.0756e-05
0.0152,0.80726,0.044763,0.072865,0.059504,0.0040414,0.0033002,0.0053662,0.0022563,0.0002979,0.00012516,0.00020366,1.1304e-05
0.0156,0.80533,0.045138,0.073645,0.05994,0.0041289,0.0033604,0.0054766,0.00231,0.00030733,0.00012953,0.00021125,1.1852e-05
0.016,0.80341,0.045511,0.074424,0.060376,0.0042163,0.0034205,0.005587,0.0023637,0.00031674,0.00013389,0.00021883,1.24e-05
0.0164,0.80171,0.045835,0.075119,0.060749,0.0042959,0.0034739,0.0056868,0.0024133,0.00032554,0.00013803,0.00022613,1.2942e-05
0.0168,0.80002,0.046158,0.075814,0.061122,0.0043755,0.0035274,0.0057867,0.0024629,0.00033433,0.00014218,0.00023343,1.3485e-05
0.0172,0.79832,0.046482,0.076508,0.061495,0.0044552,0.0035808,0.0058866,0.0025125,0.00034313,0.00014633,0.00024073,1.4027e-05
0.0176,0.79675,0.046779,0.077157,0.061836,0.0045304,0.0036306,0.0059807,0.0025598,0.00035153,0.00015032,0.00024782,1.4561e-05
0.018,0.79528,0.047053,0.077767,0.062149,0.0046019,0.0036774,0.0060699,0.0026051,0.0003596,0.0001542,0.00025473,1.5087e-05
0.0184,0.79381,0.047327,0.078377,0.062461,0.0046734,0.0037241,0.0061591,0.0026504,0.00036767,0.00015807,0.00026164,1.5614e-05
0.0188,0.79235,0.047599,0.078981,0.062771,0.0047443,0.0037704,0.0062476,0.0026954,0.00037569,0.00016192,0.00026851,1.6138e-05
0.0192,0.79107,0.047831,0.079517,0.063033,0.0048083,0.0038113,0.0063272,0.0027366,0.00038305,0.00016551,0.00027499,1.6641e-05
0.0196,0.7898,0.048064,0.080052,0.063295,0.0048723,0.0038522,0.0064067,0.0027778,0.0003904,0.00016909,0.00028147,1.7144e-05
0.02,0.78852,0.048297,0.080588,0.063557,0.0049363,0.0038931,0.0064862,0.002819,0.00039776,0.00017268,0.00028794,1.7647e-05
0.0204,0.78735,0.048508,0.081085,0.063795,0.0049961,0.0039307,0.0065604,0.0028578,0.00040468,0.00017609,0.00029414,1.8133e-05
